ProbeName	P-value	Absolute Fold change([T] vs [N])	Regulation([T] vs [N])	type	seqname	GeneSymbol	source	RNAlength	chrom	strand
ASHG19A3A051926	0.00433319	2.654236663	up	noncoding	ENST00000427962	RP11-235D19.2	Ensembl	448	chr1	-
ASHG19A3A024609	6.04172E-05	2.649740554	up	noncoding	ENST00000507547	KRT19P3	Ensembl	825	chr4	-
ASHG19A3A017144	3.55507E-08	2.62147896	up	noncoding	ENST00000430199	AC097713.5	Ensembl	356	chr2	+
ASHG19A3A012021	0.000735464	2.318378606	up	noncoding	ENST00000400795	RP1-21O18.3	Ensembl	701	chr1	-
ASHG19A3A028510	3.2626E-06	2.407951944	up	noncoding	ENST00000495909	CTD-2061E19.1	Ensembl	457	chr5	+
ASHG19A3A048332	2.43562E-09	3.141614583	up	noncoding	ENST00000421414	RP5-837O21.9	Ensembl	461	chr1	-
ASHG19A3A016689	6.7645E-05	2.744281824	up	noncoding	ENST00000434334	AC013733.5	Ensembl	459	chr2	+
ASHG19A3A016374	1.32787E-07	8.586788476	up	noncoding	NR_026922	LOC150776	RefSeq_NR	3798	chr2	+
ASHG19A3A051350	4.58098E-08	3.654187039	up	noncoding	uc001wqo.2	CR625477	UCSC_knowngene	443	chr14	+
ASHG19A3A036718	5.90924E-08	3.301277422	up	noncoding	ENST00000339991	RP11-48B3.1	Ensembl	1057	chr8	+
ASHG19A3A037991	5.54123E-07	2.718420895	up	noncoding	ENST00000439613	RP11-162D16.4	Ensembl	630	chr9	-
ASHG19A3A025565	0.003517882	2.049324198	up	noncoding	ENST00000489235	RP11-25L5.1	Ensembl	288	chr4	+
ASHG19A3A014307	1.41426E-07	4.391365509	up	noncoding	uc010fmc.2	BC031919	UCSC_knowngene	1402	chr2	-
ASHG19A3A034505	0.000212135	2.108297531	up	noncoding	ENST00000433493	RP5-859M6.1	Ensembl	787	chr7	+
ASHG19A3A038348	1.61418E-07	2.626926011	up	noncoding	ENST00000427308	RP11-390F4.2	Ensembl	331	chr9	+
ASHG19A3A013231	2.30786E-05	2.044785796	up	noncoding	ENST00000436002	AC019102.1	Ensembl	853	chr2	-
ASHG19A3A048350	4.47487E-05	4.831523929	up	noncoding	NR_024374	LOC642846	RefSeq_NR	3514	chr12	+
ASHG19A3A029245	1.28925E-09	4.007822272	up	noncoding	ENST00000407744	RP11-889L3.1	Ensembl	878	chr5	+
ASHG19A3A022358	1.25765E-07	2.995390718	up	noncoding	ENST00000399435	AC099544.2	Ensembl	453	chr3	+
ASHG19A3A019100	2.19301E-06	2.090365636	up	noncoding	ENST00000425213	EEF1A1P	Ensembl	735	chr21	+
ASHG19A3A024889	3.53011E-10	2.262569068	up	noncoding	ENST00000503579	RP11-627H22.9	Ensembl	789	chr4	-
ASHG19A3A022794	1.48429E-08	2.627322913	up	noncoding	ENST00000490840	RP11-430J3.1	Ensembl	228	chr3	+
ASHG19A3A019322	2.5873E-07	2.484896507	up	noncoding	uc002zdj.1	DQ577420	UCSC_knowngene	460	chr21	+
ASHG19A3A031142	7.25865E-08	2.952464132	up	noncoding	ENST00000310599	RP11-209A2.1	Ensembl	641	chr6	+
ASHG19A3A009851	3.19154E-07	3.416097298	up	noncoding	NR_027418	LOC651250	RefSeq_NR	11210	chr17	+
ASHG19A3A008529	7.2767E-05	4.147450742	up	noncoding	ENST00000465845	RP11-708H21.1	Ensembl	470	chr17	-
ASHG19A3A028430	2.17966E-06	3.362351892	up	noncoding	ENST00000486157	RP11-342F17.2	Ensembl	792	chr5	+
ASHG19A3A044028	6.32381E-08	4.68892746	up	noncoding	ENST00000482081	RPL12P8	Ensembl	580	chr10	+
ASHG19A3A033246	6.18254E-07	2.158868227	up	noncoding	ENST00000397636	AC073842.18	Ensembl	735	chr7	-
ASHG19A3A033356	0.000582098	2.083696378	up	noncoding	ENST00000439961	RP11-179G5.4	Ensembl	306	chr1	+
ASHG19A3A008007	9.05651E-07	2.300380319	up	noncoding	ENST00000392730	AC073621.1	Ensembl	636	chr17	-
ASHG19A3A016030	0.000739191	2.084541653	up	noncoding	ENST00000453328	AC079337.1	Ensembl	273	chr2	+
ASHG19A3A054302	2.33311E-07	3.106880847	up	noncoding	ENST00000468671	RP11-14K2.1	Ensembl	324	chr16	+
ASHG19A3A040323	0.000215664	2.503334212	up	noncoding	NR_028443	LOC100303728	RefSeq_NR	3115	chrX	-
ASHG19A3A033035	0.000234595	2.282031385	up	noncoding	NR_028059	PMS2L3	RefSeq_NR	1518	chr7	-
ASHG19A3A038355	1.17931E-09	3.283048873	up	noncoding	ENST00000441944	RP11-366I21.1	Ensembl	549	chr9	+
ASHG19A3A019831	2.48357E-07	2.275829482	up	noncoding	ENST00000449200	RP6-11O7.2	Ensembl	742	chr22	-
ASHG19A3A043051	8.53058E-07	3.994468521	up	noncoding	ENST00000425565	RP11-122F14.2	Ensembl	457	chr10	-
ASHG19A3A043978	5.74351E-10	5.877294755	up	noncoding	NR_027508	LOC728640	RefSeq_NR	2520	chr10	+
ASHG19A3A046177	1.16358E-08	2.630331317	up	noncoding	ENST00000358708	RP11-452G18.2	Ensembl	944	chr11	+
ASHG19A3A046594	3.57259E-06	9.591313314	up	noncoding	uc001odz.2	CR595720	UCSC_knowngene	1277	chr11	+
ASHG19A3A044284	7.24276E-09	4.254452288	up	noncoding	ENST00000427711	RP11-399E6.2	Ensembl	315	chr1	-
ASHG19A3A028557	7.09551E-07	4.209031461	up	noncoding	ENST00000442824	RP11-274E7.2	Ensembl	720	chr5	+
ASHG19A3A031556	1.06408E-07	4.963465966	up	noncoding	ENST00000406185	RP11-480N24.3	Ensembl	127	chr6	+
ASHG19A3A047544	1.31575E-07	2.426125028	up	noncoding	ENST00000489971	RP11-302B13.1	Ensembl	396	chr12	-
ASHG19A3A030101	9.46627E-07	2.162956064	up	noncoding	ENST00000393401	RP5-1148A21.1	Ensembl	795	chr6	-
ASHG19A3A043169	8.12187E-09	5.368884492	up	noncoding	ENST00000414870	RP11-452K12.3	Ensembl	496	chr10	-
ASHG19A3A008092	4.02369E-07	3.39041476	up	noncoding	ENST00000472363	RP11-125C16.1	Ensembl	168	chr17	-
ASHG19A3A042725	2.03159E-09	3.84016688	up	noncoding	ENST00000421426	RP11-314P12.3	Ensembl	561	chr10	-
ASHG19A3A018841	6.75842E-09	3.863900562	up	noncoding	ENST00000453844	RPL23AP3	Ensembl	468	chr21	-
ASHG19A3A051159	9.00735E-10	3.650315948	up	noncoding	ENST00000447626	RP11-661D19.1	Ensembl	465	chr14	-
ASHG19A3A041052	0.010960635	2.346044404	down	noncoding	ENST00000426407	RP5-834A16.1	Ensembl	654	chrX	
ASHG19A3L0000403	1.4659E-05	2.984007014	down	noncoding	AI376773	lincRNA-P2RY2	lincRNA	495	chr11	
ASHG19A3A000183	0.015255917	2.136058048	down	noncoding	ENST00000426582	BTF3L1	Ensembl	541	chr13	
ASHG19A3A015390	1.45482E-06	2.38153442	down	noncoding	ENST00000421721	AC066692.3	Ensembl	457	chr2	
ASHG19A3A050802	0.010971531	2.111081515	down	noncoding	ENST00000433591	RP11-423O2.2	Ensembl	593	chr1	
ASHG19A3A027074	0.00111479	2.015062733	down	noncoding	ENST00000516142	AC109492.1	Ensembl	244	chr5	
ASHG19A3A007737	3.4744E-07	2.102048272	down	noncoding	NR_033204	LOC404266	RefSeq_NR	486	chr17	
ASHG19A3A018758	4.0948E-07	2.058337001	down	noncoding	ENST00000406413	AP000567.27	Ensembl	156	chr21	
ASHG19A3A014240	8.55169E-09	2.098596785	down	noncoding	ENST00000435407	AC024704.2	Ensembl	416	chr2	
ASHG19A3A000227	0.009014903	2.03273758	down	noncoding	ENST00000434631	RP11-359J6.2	Ensembl	1020	chr9	
ASHG19A3A022017	6.72951E-05	2.117039508	down	noncoding	ENST00000454440	RP11-315J22.4	Ensembl	760	chr3	
ASHG19A3A015288	0.002662542	2.191227909	down	noncoding	ENST00000492300	RP11-734K21.3	Ensembl	368	chr2	
ASHG19A3A054444	4.28977E-05	2.350123327	down	noncoding	ENST00000355407	AC009093.1	Ensembl	465	chr16	
ASHG19A3A014374	3.64804E-09	2.26454865	down	noncoding	ENST00000419962	AC073869.17	Ensembl	1030	chr2	
ASHG19A3A041493	0.001833885	2.088262827	down	noncoding	ENST00000428821	RP13-158L7.3	Ensembl	893	chrX	
ASHG19A3A034471	0.002410274	2.044883633	down	noncoding	ENST00000414608	RP11-479O9.2	Ensembl	731	chr7	
ASHG19A3L0000937	3.3378E-06	2.414083537	down	noncoding	exon1959+	lincRNA-RBBP8-2	lincRNA	93	chr18	
ASHG19A3A000365	0.001191535	2.143324097	down	noncoding	ENST00000456100	AL163953.3	Ensembl	562	chr14	
ASHG19A3A016292	8.5913E-06	2.166260116	down	noncoding	ENST00000432984	AC079988.3	Ensembl	544	chr2	
ASHG19A3A000054	0.002088761	2.043192206	down	noncoding	ENST00000295112	NCRNA00117	Ensembl	551	chr2	
ASHG19A3A029872	1.88145E-05	2.128900171	down	noncoding	ENST00000444731	RP11-552E20.1	Ensembl	539	chr6	
ASHG19A3A025723	1.32819E-09	2.284040501	down	noncoding	uc010ijm.1	AK094144	UCSC_knowngene	3134	chr4	
ASHG19A3A051854	3.4667E-07	4.405165475	down	noncoding	NR_024396	MGC23270	RefSeq_NR	2518	chr14	
ASHG19A3A015223	1.90136E-05	2.188907162	down	noncoding	ENST00000425872	RP3-477M7.4	Ensembl	743	chr1	
CUST_75_PI426073487	1.87008E-06	2.503837962	down	noncoding	uc.77+	uc.77	UCR	296	chr2	
ASHG19A3A031845	9.0715E-11	2.145726552	down	noncoding	ENST00000404337	KRT18P50	Ensembl	1243	chr6	
ASHG19A3H0000034	0.000291437	2.294199471	down	noncoding	nc-HOXA7-74-	nc-HOXA7-74	HOX cluster	238	chr7	
ASHG19A3L0002833	2.1953E-05	2.808653593	down	noncoding	chrX:118607438-118617354+	lincRNA-CXorf56-3	lincRNA	9917	chrX	
CUST_42_PI426075208	2.82657E-07	2.348894907	down	noncoding	nc-HOXB13-207+	nc-HOXB13-207	HOX cluster	108	chr17	
ASHG19A3A020576	1.70938E-07	2.039563983	down	noncoding	uc003bhg.1	AK091355	UCSC_knowngene	2233	chr22	
ASHG19A3A030964	5.49625E-12	2.014557569	down	noncoding	NR_004855	HULC	RefSeq_NR	500	chr6	
ASHG19A3A022826	0.038037664	2.152080007	down	noncoding	uc003dpu.2	BC039495	UCSC_knowngene	1450	chr3	
ASHG19A3A016442	0.021398096	2.076823385	down	noncoding	ENST00000427278	ZEB2AS	Ensembl	1187	chr2	
ASHG19A3A020754	9.16778E-06	2.431469284	down	noncoding	ENST00000430166	AC090937.2	Ensembl	1184	chr3	
ASHG19A3A050006	1.11741E-06	3.314246481	down	noncoding	ENST00000422362	RP11-161P17.1	Ensembl	380	chr13	
ASHG19A3A007791	6.51202E-10	3.58012055	down	noncoding	NR_033449	TCF7	RefSeq_NR	3074	chr5	
ASHG19A3A028998	4.887E-08	2.118194154	down	noncoding	ENST00000512730	CTB-99A3.1	Ensembl	691	chr5	
ASHG19A3A013906	8.82033E-10	2.000631418	down	noncoding	ENST00000443301	AC010975.1	Ensembl	669	chr2	
ASHG19A3A025212	0.000190206	2.09340548	down	noncoding	uc003ghw.2	CR596502	UCSC_knowngene	1415	chr4	
ASHG19A3A032628	1.43857E-06	2.379584523	down	noncoding	ENST00000454922	AC005154.5	Ensembl	752	chr7	
ASHG19A3A013578	8.5645E-07	2.058132504	down	noncoding	ENST00000430650	AC009236.1	Ensembl	721	chr2	
ASHG19A3L0000333	6.70878E-06	2.514740674	down	noncoding	DB030353	lincRNA-RPUSD4-2	lincRNA	613	chr11	
ASHG19A3A053727	0.001269826	2.642207909	down	noncoding	ENST00000394796	AC007225.1	Ensembl	1029	chr16	
ASHG19A3A021535	8.29762E-08	2.818852912	down	noncoding	ENST00000492080	RP11-305F5.2	Ensembl	688	chr3	
ASHG19A3A032178	3.53431E-05	2.260490937	down	noncoding	ENST00000359838	RP3-337D23.3	Ensembl	453	chr6	
ASHG19A3A009323	7.76406E-12	2.33644385	down	noncoding	uc002hdf.2	AX795351	UCSC_knowngene	939	chr17	
ASHG19A3A024339	5.03151E-05	2.415131929	down	noncoding	ENST00000507517	RP11-44F21.3	Ensembl	946	chr4	
ASHG19A3A051299	3.60987E-05	3.048767076	down	noncoding	uc001wkc.1	AX746599	UCSC_knowngene	2524	chr14	
ASHG19A3H0000050	4.45235E-05	3.175227964	down	noncoding	nc-HOXB4-172-	nc-HOXB4-172	HOX cluster	148	chr17	
ASHG19A3A000341	1.06415E-05	3.035981571	down	noncoding	ENST00000452932	AC138356.3	Ensembl	279	chr8	
ASHG19A3A019215	8.89957E-06	4.669579932	down	noncoding	ENST00000414532	RP5-1166H10.2	Ensembl	4281	chr1	
ASHG19A3A007994	1.36035E-06	2.061872752	down	noncoding	uc002gqq.1	CR597597	UCSC_knowngene	1829	chr17	
ASHG19A3A025532	3.45219E-11	2.37340587	down	noncoding	ENST00000508241	RP11-231C18.2	Ensembl	540	chr4	
ASHG19A3A038016	3.8436E-08	2.917373229	down	noncoding	NR_026677	C9orf45	RefSeq_NR	6002	chr9	
ASHG19A3A035937	9.68097E-05	6.729195023	down	noncoding	ENST00000504145	AF117829.2	Ensembl	1572	chr8	
ASHG19A3A013288	0.001313057	2.013135844	down	noncoding	ENST00000398092	AC079587.1	Ensembl	276	chr2	
ASHG19A3A036283	1.54233E-07	2.221409191	down	noncoding	NR_023392	ZNF252	RefSeq_NR	5454	chr8	
ASHG19A3L0001806	5.26616E-05	2.748505043	down	noncoding	chr6:47317091-47336991-	lincRNA-TNFRSF21-1	lincRNA	19901	chr6	
ASHG19A3L0000485	1.3033E-07	2.325380227	down	noncoding	chr12:38784383-38812908-	lincRNA-ALG10B-1	lincRNA	28526	chr12	
ASHG19A3A034234	8.96994E-07	2.25873095	down	noncoding	ENST00000340510	AC004987.7	Ensembl	3049	chr7	
CUST_23_PI426075208	3.71101E-06	2.206381349	down	noncoding	nc-HOXA4-61+	nc-HOXA4-61	HOX cluster	158	chr7	
ASHG19A3L0003126	2.17752E-07	3.426426563	down	noncoding	BU729004	lincRNA-MAP3K1-2	lincRNA	599	chr5	
ASHG19A3A044152	3.50317E-07	2.002052722	down	noncoding	ENST00000394628	RP11-428P16.2	Ensembl	3711	chr10	
CUST_819_PI426073487	8.19544E-09	2.549861936	down	noncoding	uc.340-	uc.340	UCR	259	chr12	
ASHG19A3L0002376	4.20058E-09	2.057596794	down	noncoding	AA457263	lincRNA-GPR61	lincRNA	451	chr1	
ASHG19A3L0001572	0.001017941	2.897237459	down	noncoding	BG897081	lincRNA-CSNK1G3-1	lincRNA	416	chr5	
ASHG19A3A037605	4.23098E-08	2.384490442	down	noncoding	ENST00000450555	RP11-506C15.1	Ensembl	1025	chr9	
ASHG19A3A046702	1.6674E-13	2.078873636	down	noncoding	ENST00000427547	AL162400.1	Ensembl	157	chr1	
ASHG19A3L0002798	0.000569622	2.790044708	down	noncoding	AW062720	lincRNA-DNAH1	lincRNA	498	chr3	
ASHG19A3A049498	5.64455E-11	2.083636671	down	noncoding	ENST00000403865	RP11-187A9.2	Ensembl	2162	chr13	
ASHG19A3A022706	2.24489E-07	2.430924242	down	noncoding	ENST00000472243	RP11-58O15.1	Ensembl	553	chr3	
ASHG19A3A000169	5.741E-07	5.523876379	down	noncoding	ENST00000424635	RP11-98F14.10	Ensembl	417	chr13	
ASHG19A3A038629	8.51449E-08	2.025667943	down	noncoding	NR_026558	AQP7P3	RefSeq_NR	564	chr9	
ASHG19A3A011285	8.55901E-06	2.434511384	down	noncoding	uc002nqv.2	BC030765	UCSC_knowngene	1110	chr19	
ASHG19A3A032980	7.72296E-11	4.083936969	down	noncoding	NR_003666	SPDYE7P	RefSeq_NR	6338	chr7	
ASHG19A3A016529	2.06118E-09	2.252645458	down	noncoding	ENST00000418335	AC008063.2	Ensembl	640	chr2	
ASHG19A3A015759	7.21921E-07	2.083299414	down	noncoding	ENST00000450944	AC023115.4	Ensembl	574	chr2	
ASHG19A3A042946	2.13424E-06	3.113238564	down	noncoding	ENST00000512551	RP11-152N13.11	Ensembl	623	chr10	
ASHG19A3A037514	0.009023466	2.336437178	down	noncoding	uc011lrg.1	LOC441426	UCSC_knowngene	1423	chr9	
ASHG19A3L0001759	6.18405E-07	3.765753065	down	noncoding	AI354683	lincRNA-FRMD1-1	lincRNA	439	chr6	
ASHG19A3A053418	6.57484E-06	2.946900398	down	noncoding	uc002ctj.1	BC045731	UCSC_knowngene	747	chr16	
ASHG19A3A036764	0.002021551	2.022847592	down	noncoding	NR_024522	TMEM67	RefSeq_NR	3381	chr8	
ASHG19A3A039199	0.000215722	2.023546526	down	noncoding	ENST00000448731	OR1H1P	Ensembl	765	chr9	
ASHG19A3L0002934	0.000110686	3.159899921	down	noncoding	chr2:192293450-192304436+	lincRNA-OBFC2A-4	lincRNA	10987	chr2	
ASHG19A3A020700	0.000114185	2.041651633	down	noncoding	NR_024132	GHRL	RefSeq_NR	1374	chr3	
ASHG19A3A015864	4.33971E-07	2.584049011	down	noncoding	ENST00000453951	AC104135.4	Ensembl	1266	chr2	
ASHG19A3A000350	0.000124924	3.124733417	down	noncoding	ENST00000453722	AC007639.1	Ensembl	1747	chr17	
ASHG19A3A055261	4.16413E-05	2.466418758	down	noncoding	uc004fea.2	LOC100272228	UCSC_knowngene	3348	chrX	
ASHG19A3A047671	0.002173689	2.348225309	down	noncoding	ENST00000443034	RP5-1092A11.5	Ensembl	754	chr1	
ASHG19A3A000352	0.000562182	2.485912839	down	noncoding	ENST00000453998	RP11-399F4.4	Ensembl	783	chr9	
ASHG19A3A018355	1.77639E-07	2.392440944	down	noncoding	ENST00000439786	RP4-781B1.2	Ensembl	465	chr20	
ASHG19A3A007463	3.98127E-05	2.315048706	down	noncoding	NR_027067	NCRNA00114	RefSeq_NR	643	chr21	
ASHG19A3A035435	2.28923E-08	2.244167926	down	noncoding	ENST00000447563	AC004863.6	Ensembl	3824	chr7	
ASHG19A3A034848	9.70487E-10	2.006390793	down	noncoding	NR_002601	FMO6P	RefSeq_NR	2125	chr1	
ASHG19A3A000203	1.55488E-05	2.053308165	down	noncoding	ENST00000430772	NCRNA00182	Ensembl	708	chrX	
ASHG19A3A034984	6.37948E-07	3.317519012	down	noncoding	ENST00000483518	RP3-454G6.2	Ensembl	367	chr1	
ASHG19A3L0003347	0.001500234	2.096347852	down	noncoding	chr2:43241023-43248808+	lincRNA-ZFP36L2-3	lincRNA	7786	chr2	
ASHG19A3A042022	0.00018717	3.506983363	down	noncoding	ENST00000425031	AC006032.1	Ensembl	528	chrY	
CUST_563_PI426073487	3.44168E-05	2.125555457	down	noncoding	uc.84-	uc.84	UCR	209	chr2	
ASHG19A3A036925	2.92976E-08	2.429569103	down	noncoding	ENST00000507144	AC103705.2	Ensembl	4060	chr8	
ASHG19A3A053514	2.37759E-09	2.574425224	down	noncoding	uc010uzs.1	FLJ00285	UCSC_knowngene	3221	chr16	
ASHG19A3A000201	1.58667E-05	4.60379353	down	noncoding	ENST00000430431	RP11-59J5.1	Ensembl	495	chr10	
ASHG19A3A033375	1.85708E-07	2.155802429	down	noncoding	ENST00000436714	AC002386.1	Ensembl	398	chr7	
ASHG19A3A028593	0.002665523	2.138218895	down	noncoding	uc003koo.1	BC034788	UCSC_knowngene	1908	chr5	
ASHG19A3A047923	2.32857E-16	2.056727033	down	noncoding	uc001tff.1	AK126817	UCSC_knowngene	1825	chr12	
ASHG19A3A007413	2.21584E-06	7.451953301	down	noncoding	NR_026787	LMLN	RefSeq_NR	6922	chr3	
ASHG19A3L0000652	4.73017E-08	2.071448568	down	noncoding	AI208830	lincRNA-OLFM4-6	lincRNA	409	chr13	
ASHG19A3A000398	0.00060785	2.602754611	down	noncoding	ENST00000486954	RP11-511P7.2	Ensembl	572	chr7	
ASHG19A3A017775	8.04248E-07	2.058181246	down	noncoding	uc002xuq.1	AK055386	UCSC_knowngene	3404	chr20	
ASHG19A3A027321	0.000370125	2.131748055	down	noncoding	ENST00000509010	RP11-395P13.6	Ensembl	602	chr5	
ASHG19A3L0001277	3.64315E-07	2.788485173	down	noncoding	chr21:21942829-22002654+	lincRNA-NCAM2-6	lincRNA	59826	chr21	
ASHG19A3A012174	1.37922E-06	2.524592083	down	noncoding	ENST00000344844	OR7E25P	Ensembl	910	chr19	
CUST_641_PI426073487	0.000161503	2.331258846	down	noncoding	uc.162-	uc.162	UCR	218	chr5	
ASHG19A3A032631	7.85226E-08	2.267583484	down	noncoding	ENST00000440376	AC004691.5	Ensembl	547	chr7	
ASHG19A3A037372	1.05678E-08	2.145380683	down	noncoding	uc010mmg.1	ZNF658	UCSC_knowngene	889	chr9	
ASHG19A3A051883	3.80474E-06	2.149742955	down	noncoding	ENST00000428453	HERC2P3	Ensembl	4383	chr15	
ASHG19A3A055150	0.000350272	2.02386833	down	noncoding	uc002nrc.1	AK023040	UCSC_knowngene	1845	chr19	
ASHG19A3A032514	0.000187746	2.045760637	down	noncoding	ENST00000411797	AC010082.2	Ensembl	546	chr7	
ASHG19A3H0000179	6.95274E-09	2.228356461	down	noncoding	nc-HOXD3-37-	nc-HOXD3-37	HOX cluster	168	chr2	
ASHG19A3A018224	1.23839E-07	2.381089187	down	noncoding	ENST00000457066	RP5-1187J4.6	Ensembl	1099	chr20	
ASHG19A3A009153	9.96033E-05	2.961112836	down	noncoding	ENST00000447470	AC015922.1	Ensembl	416	chr17	
ASHG19A3A020954	5.05767E-05	2.804668914	down	noncoding	ENST00000416124	RP11-101C21.1	Ensembl	732	chr3	
CUST_108_PI426075208	1.4177E-05	2.132057381	down	noncoding	nc-HOXC11-106+	nc-HOXC11-106	HOX cluster	158	chr12	
ASHG19A3A042445	0.004569332	2.348037354	down	noncoding	ENST00000457248	RP11-348G8.3	Ensembl	353	chr10	
ASHG19A3A021423	3.0525E-07	2.578937661	down	noncoding	ENST00000490139	RP11-572M11.3	Ensembl	2502	chr3	
ASHG19A3H0000097	0.004520358	2.613151786	down	noncoding	nc-HOXC10-118-	nc-HOXC10-118	HOX cluster	118	chr12	
ASHG19A3A008413	0.006302114	2.319840259	down	noncoding	uc002igh.2	AK055254	UCSC_knowngene	5041	chr17	
ASHG19A3A055173	5.15679E-06	6.094750939	down	noncoding	uc002xll.2	BC032458	UCSC_knowngene	1397	chr20	
ASHG19A3A007491	2.50936E-07	2.35900058	down	noncoding	NR_027239	ZNF529	RefSeq_NR	2706	chr19	
ASHG19A3A018598	9.12535E-08	14.13093184	down	noncoding	NR_027687	NCRNA00176	RefSeq_NR	5234	chr20	
ASHG19A3H0000159	0.000484227	2.031733935	down	noncoding	nc-HOXC9-137-	nc-HOXC9-137	HOX cluster	558	chr12	
ASHG19A3L0002153	1.24826E-08	2.182747073	down	noncoding	BF803219	lincRNA-RIPK2-4	lincRNA	175	chr8	
ASHG19A3A000427	7.06212E-07	4.931426051	down	noncoding	ENST00000501280	AC008625.2	Ensembl	2751	chr5	
ASHG19A3A000166	2.39223E-05	4.696309427	down	noncoding	ENST00000423917	RP13-16H11.1	Ensembl	1220	chr10	
ASHG19A3L0003262	1.97313E-07	2.156581343	down	noncoding	BU618532	lincRNA-RBFOX1	lincRNA	723	chr16	
ASHG19A3A000122	6.41371E-06	4.313749276	down	noncoding	ENST00000417578	RP4-564F22.2	Ensembl	880	chr20	
ASHG19A3A050863	0.020424261	2.891788366	down	noncoding	uc001ejn.1	BC070106	UCSC_knowngene	1888	chr1	
ASHG19A3A047064	0.042771782	2.265997893	down	noncoding	uc001pyv.1	CR617890	UCSC_knowngene	2154	chr11	
ASHG19A3A017063	6.73401E-05	3.774837674	down	noncoding	ENST00000458687	AC007677.3	Ensembl	1444	chr2	
CUST_63_PI426075208	0.009628301	2.04881019	down	noncoding	nc-HOXB9-186+	nc-HOXB9-186	HOX cluster	168	chr17	
ASHG19A3A038967	7.50851E-06	10.72137845	down	noncoding	ENST00000417264	RP11-533K9.2	Ensembl	155	chr9	
ASHG19A3A033117	0.010911237	2.09879958	down	noncoding	ENST00000446309	AC005076.5	Ensembl	338	chr7	
ASHG19A3A032862	0.00029185	2.943452174	down	noncoding	NR_030766	LOC642006	RefSeq_NR	978	chr7	
ASHG19A3A023874	1.33817E-05	4.010428857	down	noncoding	NR_024253	LOC348926	RefSeq_NR	3428	chr4	
ASHG19A3A017367	2.09993E-07	2.856610518	down	noncoding	ENST00000442389	RP11-102J14.1	Ensembl	473	chr20	
ASHG19A3A028635	0.000495724	2.02325239	down	noncoding	ENST00000515582	CTC-493D22.1	Ensembl	953	chr5	
ASHG19A3H0000182	0.000464126	2.466090048	down	noncoding	nc-HOXD3-41-	nc-HOXD3-41	HOX cluster	128	chr2	
ASHG19A3A010732	0.019005203	2.019071284	down	noncoding	ENST00000430751	RP3-434O14.8	Ensembl	591	chr1	
ASHG19A3A018662	4.41551E-07	9.230097878	down	noncoding	ENST00000430683	RP11-288L9.4	Ensembl	489	chr1	
ASHG19A3A045951	1.88756E-06	3.364091968	down	noncoding	uc001lsz.2	MUC5AC	UCSC_knowngene	3680	chr11	
ASHG19A3A011053	3.77706E-07	7.04364188	down	noncoding	NR_033663	EPOR	RefSeq_NR	2708	chr19	
ASHG19A3A043907	1.28943E-05	3.003849419	down	noncoding	NR_024495	LOC642826	RefSeq_NR	810	chr10	
ASHG19A3A043675	0.000217247	2.19728703	down	noncoding	ENST00000411849	RP11-265G8.1	Ensembl	300	chr10	
ASHG19A3L0001119	2.20359E-06	4.337978211	down	noncoding	AU252893	lincRNA-TMEM194B	lincRNA	700	chr2	
ASHG19A3A030852	6.06812E-05	3.813464105	down	noncoding	uc003qwu.1	AK055570	UCSC_knowngene	2282	chr6	
ASHG19A3A000414	5.96449E-06	4.471953541	down	noncoding	ENST00000499690	AC093087.1	Ensembl	2182	chr7	
ASHG19A3A033526	3.1113E-07	3.191368597	down	noncoding	ENST00000473154	RP11-286H14.3	Ensembl	315	chr7	
ASHG19A3A025429	0.00020214	2.021355509	down	noncoding	ENST00000507579	RP11-360F5.3	Ensembl	455	chr4	
ASHG19A3A007184	1.24965E-06	58.71047078	down	noncoding	NR_015392	FLJ40852	RefSeq_NR	2262	chr7	
ASHG19A3L0002099	0.000674922	2.01975496	down	noncoding	chr8:58737821-58751846-	lincRNA-IMPAD1-3	lincRNA	14026	chr8	
ASHG19A3L0000994	0.004837808	2.487790501	down	noncoding	chr18:71300370-71356620-	lincRNA-NETO1-3	lincRNA	56251	chr18	
ASHG19A3A010053	1.67473E-07	2.670927039	down	noncoding	ENST00000448147	RP13-766D20.1	Ensembl	122	chr17	
CUST_850_PI426073487	0.002288537	2.06622276	down	noncoding	uc.371-	uc.371	UCR	296	chr14	
ASHG19A3A037437	6.47429E-05	2.291706972	down	noncoding	ENST00000448325	RP11-475I24.6	Ensembl	597	chr9	
ASHG19A3L0001050	2.60453E-05	2.014220277	down	noncoding	exon2236+	lincRNA-GLI2-4	lincRNA	466	chr2	
CUST_245_PI426073487	1.07552E-06	8.311214594	down	noncoding	uc.247+	uc.247	UCR	361	chr9	
CUST_177_PI426075208	0.003813086	2.068826509	down	noncoding	nc-HOXD1-48+	nc-HOXD1-48	HOX cluster	138	chr2	
